source_file,original,s1,assumption,preprocessed,canonical
first_file.json,"2\,x + 2-7\,x + 1 = -2","-9\,x = -1",\left( \left( x\ge 1\right) \wedge \left( \left( x\ge \frac{1}{7}\right) \wedge \left( x < 1\right)\right)\right) \wedge \left( x < \frac{1}{7}\right),(-7*x + (2*x + 2)) + 1=-2,5 - 5*x
first_file.json,"2\,x-2-7\,x + 1 = -2","-9\,x = -1",\left( \left( x\ge 1\right) \wedge \left( \left( x\ge \frac{1}{7}\right) \wedge \left( x < 1\right)\right)\right) \wedge \left( x < \frac{1}{7}\right),(-7*x + (2*x - 2)) + 1=-2,1 - 5*x
first_file.json,"-5\,x = -1",x = \frac{1}{9},\left( \left( x\ge 1\right) \wedge \left( \left( x\ge \frac{1}{7}\right) \wedge \left( x < 1\right)\right)\right) \wedge \left( x < \frac{1}{7}\right),-5*x=-1,1 - 5*x
first_file.json,"4\,x + 1-7 = 3","-4\,x-1-7 = 3",\left( x < -\frac{1}{4}\right) \wedge \left( x < \frac{3}{2}\right),(4*x + 1) - 7=3,4*x - 9
first_file.json,x = \frac{5}{4},\textrm{wahr},\left( x\ge \frac{5}{6}\right) \wedge \left( x < \frac{7}{2}\right),x=5/4,x - 5/4
first_file.json,x = \frac{5}{8},\textrm{wahr},x < \frac{5}{6},x=5/8,x - 5/8
first_file.json,x = \frac{5}{4},\textrm{wahr},\left( x\ge \frac{5}{6}\right) \wedge \left( x < \frac{7}{2}\right),x=5/4,x - 5/4
first_file.json,x = \frac{5}{8},\textrm{wahr},x < \frac{5}{6},x=5/8,x - 5/8
first_file.json,x = \frac{5}{4},\textrm{falsch},\left( x\ge \frac{5}{6}\right) \wedge \left( x < \frac{7}{2}\right),x=5/4,x - 5/4
first_file.json,x = \frac{5}{8},\textrm{wahr},x < \frac{5}{6},x=5/8,x - 5/8
first_file.json,x = \frac{5}{4},\textrm{wahr},\left( x\ge \frac{5}{6}\right) \wedge \left( x < \frac{7}{2}\right),x=5/4,x - 5/4
first_file.json,x = \frac{5}{8},\textrm{wahr},x < \frac{5}{6},x=5/8,x - 5/8
first_file.json,x = \frac{5}{8},\textrm{wahr},x < \frac{5}{6},x=5/8,x - 5/8
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-(3\,x-6)-5 = 6","-3\,x + 6-5 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 6-5 = 6","-3\,x + 1 = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 1 = 6","-3\,x = 5",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),1 - 3*x=6,-3*x - 5
first_file.json,"-3\,x = 5",x = -\frac{5}{2},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=5,-3*x - 5
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-(3\,x-6)-5 = 6","\left|3\,x-11\right|  = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-(3\,x-6-5) = 6","\left|3\,x-11\right|  = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-(3\,x-6)-5 = 6","\left|3\,x-11\right|  = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(6 - 3*x) - 5=6,-3*x - 5
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"3\,x-6-(-5) = 6","\left|3\,x-11\right|  = 6",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),(3*x - 6) + 5=6,3*x - 7
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"-3\,x + 11 = 6","-3\,x = -\frac{5}{3}",\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),11 - 3*x=6,5 - 3*x
first_file.json,"-3\,x = -\frac{5}{3}",x = \frac{5}{3},\left( x < 2\right) \wedge \left( x > \frac{11}{3}\right),-3*x=-5/3,5/3 - 3*x
first_file.json,"3\,x-6 + 5 = 6","-3\,x + 11 = 6",x < \frac{11}{3},(3*x - 6) + 5=6,3*x - 7
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,-(x-7)\le 0,x-7\ge -8,x < 7,7 - x=0,7 - x
first_file.json,x-7\ge -8,Y\ge -1,x < 7,x - 7=-8,x + 1
first_file.json,x-7\ge -8,Y\ge -1,x < 7,x - 7=-8,x + 1
first_file.json,"4\,x + 6-7 = 5","\left|-4\,x-6-7\right|  = 5",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),(4*x + 6) - 7=5,4*x - 6
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x - 13=5,-4*x - 18
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-(4\,x + 6-7) = 5","\left|-4\,x-6-7\right|  = 5",\textrm{wahr},1 - 4*x=5,-4*x - 4
first_file.json,"-(4\,x + 6-7) = 5","\left|-4\,x-6-7\right|  = 5",\textrm{wahr},1 - 4*x=5,-4*x - 4
first_file.json,"-(4\,x + 6-7) = 5","\left|-4\,x-6-7\right|  = 5",\textrm{wahr},1 - 4*x=5,-4*x - 4
first_file.json,"-(4\,x + 6-7) = 5","\left|-4\,x-6-7\right|  = 5",\textrm{wahr},1 - 4*x=5,-4*x - 4
first_file.json,"-(4\,x + 6) + 7 = 5","\left|-4\,x-6-7\right|  = 5",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),(-4*x - 6) + 7=5,-4*x - 4
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x - 13=5,4*x - 18
first_file.json,"4\,x-(-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-4\,x = 18",x = -\frac{9}{2},\left( x < -\frac{3}{2}\right) \wedge \left( x > \frac{1}{4}\right),-4*x=18,-4*x - 18
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x)-13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x - 13=5,4*x - 18
first_file.json,"-(-4\,x)-(-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-13) = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-(4\,x + 6)-7) = 5","-(-4\,x-6-7) = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x + 13=5,4*x + 8
first_file.json,"-(-4\,x-6-7) = 5","4\,x + 6 + 7 = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 6 + 7 = 5","4\,x + 13 = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),(4*x + 6) + 7=5,4*x + 8
first_file.json,"4\,x + 13 = 5","4\,x = -8",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x = -8",x = -2,\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x=-8,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"-(4\,x + 6-7) = 5","-(-4\,x-6-7) = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),1 - 4*x=5,-4*x - 4
first_file.json,"-(-4\,x-6-7) = 5","4\,x + 6 + 7 = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 6 + 7 = 5","4\,x + 13 = 5",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),(4*x + 6) + 7=5,4*x + 8
first_file.json,"4\,x + 13 = 5","4\,x = -8",\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x = -8",x = -2,\left( x > \frac{1}{4}\right) \wedge \left( x < -\frac{3}{2}\right),4*x=-8,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x\le \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"4\,x + 13 = 5","-4\,x = 18",\left( x < -\frac{3}{2}\right) \wedge \left( x < \frac{1}{4}\right),4*x + 13=5,4*x + 8
first_file.json,"(5 + a)\,x = 3",0 = 3,\textrm{wahr},x*(a + 5)=3,x*(a + 5) - 3
first_file.json,-(x + 1)\le 1,x + 1\le -1,x < -1,-x - 1=1,-x - 2
first_file.json,-(x + 1)\le 1,x + 1\le -1,x < -1,-x - 1=1,-x - 2
first_file.json,-(x + 1)\le 1,x + 1\le -1,x < -1,-x - 1=1,-x - 2
first_file.json,-(x + 1)\le 1,x + 1\le -1,x < -1,-x - 1=1,-x - 2
first_file.json,"4\,x + 4\ge 3\,x + 5",x < 1,\left( x\neq -2.3333333333333335\right) \wedge \left( x > -\frac{7}{3}\right),4*x + 4=3*x + 5,x - 1
first_file.json,"4\,x + 4\ge 3\,x + 5",x > 1,\left( x\neq -2.3333333333333335\right) \wedge \left( x > -\frac{7}{3}\right),4*x + 4=3*x + 5,x - 1
first_file.json,\frac{y + 3}{2}\ge 0,y + 3\ge 2,\textrm{wahr},(y + 3)/2=0,y/2 + 3/2
first_file.json,\frac{y + 3}{2}\ge 0,y + 3\ge 2,\textrm{wahr},(y + 3)/2=0,y/2 + 3/2
first_file.json,"l = \frac{4}{5} + \frac{4}{5}\,u","u-4 = 5\,u\,(-5\,(\frac{4}{5} + \frac{4}{5}\,u))",\textrm{wahr},l=(4/5)*u + 4/5,l - 4*u/5 - 4/5
first_file.json,"u-4 = 5\,u\,(-5\,(\frac{4}{5} + \frac{4}{5}\,u))","u-4 = 5\,u-4\,(-4\,u)",\textrm{wahr},u - 4=5*u(-5*((4/5)*u + 4/5)),u - 5*u(-4*u - 4) - 4
first_file.json,"y + 3 = x\,(x + 4)",\frac{y + 3}{x + 4} = x,\textrm{wahr},y + 3=x(x + 4),y - x(x + 4) + 3
first_file.json,"y + 3 = x\,(x + 4)",y + 3 > 0,\textrm{wahr},y + 3=x(x + 4),y - x(x + 4) + 3
first_file.json,"y + 3 = x\,(x + 4)",y + 3\ge 0,\textrm{wahr},y + 3=x(x + 4),y - x(x + 4) + 3
first_file.json,x = 3,\mathbb{L} = \left\{3\right\},\textrm{wahr},x=3,x - 3
first_file.json,y-2\ge 0,y\ge 0,\textrm{wahr},y - 2=0,y - 2
first_file.json,"y\ge -6\,x + 4","\mathbb{L} = \left[-6\,x + 4,\infty \right)",\textrm{wahr},y=4 - 6*x,6*x + y - 4
first_file.json,y-2\ge 0,"y + 8\,x\ge 2",\textrm{wahr},y - 2=0,y - 2
first_file.json,"y-2 = x\,(x-8)","y + 8\,x\ge 2",\textrm{wahr},y - 2=x(x - 8),y - x(x - 8) - 2
first_file.json,"y-2 = x\,(x-8)",y-2\ge 0,\textrm{wahr},y - 2=x(x - 8),y - x(x - 8) - 2
first_file.json,"(1 + a)\,x = -1",x = \frac{1}{1 + a},a = -1,x*(a + 1)=-1,x*(a + 1) + 1
first_file.json,"(1 + a)\,x = -1",x = \frac{-1}{1 + a},a = -1,x*(a + 1)=-1,x*(a + 1) + 1
first_file.json,y\ge 2,"\mathbb{L} = \left[2,\infty \right)",\textrm{wahr},y=2,y - 2
first_file.json,"8\,x\,(y + 4)\ge 0",y + 4\ge 0,\textrm{wahr},8*x(y + 4)=0,8*x(y + 4)
first_file.json,y = \left( x + 1\right)^{2} \cdot 0,y = \left( x + 1\right)^{2},\textrm{wahr},y=(x + 1)**2*0,y
first_file.json,"-y-2 = \sin{\left(2\,x-1\right)}",\left|-y-2\right| \ge 1,\textrm{wahr},-y - 2=sin(2*x - 1),-y - sin(2*x - 1) - 2
first_file.json,"\frac{-y-2}{4} = \sin{\left(2\,x-1\right)}",\left|\frac{-y-2}{4}\right| \ge 1,\textrm{wahr},(-y - 2)/4=sin(2*x - 1),-y/4 - sin(2*x - 1) - 1/2
first_file.json,"y + 2 = -4\,\sin{\left(2\,x + 5\right)}",\left|y + 2\right|  = -4,\textrm{wahr},y + 2=-4*sin(2*x + 5),y + 4*sin(2*x + 5) + 2
first_file.json,"5\le 5\,y",1\ge y,y\neq 0,5=5*y,5 - 5*y
first_file.json,\frac{y}{5}\ge \frac{1}{5},1\ge y,y\neq 0,y/5=1/5,y/5 - 1/5
first_file.json,\frac{y}{5}\ge \frac{1}{5},y\le 1,y\neq 0,y/5=1/5,y/5 - 1/5
first_file.json,"5\le 5\,y",1\ge y,y\neq 0,5=5*y,5 - 5*y
first_file.json,"5\le 5\,y",1\ge y,y\neq 0,5=5*y,5 - 5*y
first_file.json,"(-3 + y)\,x = -y + 2",0 = -1,x\neq -\frac{1}{1},x*(y - 3)=2 - y,x*(y - 3) + y - 2
first_file.json,y-2\ge 0,y = 2,\textrm{wahr},y - 2=0,y - 2
first_file.json,y-2 = x,y-2\ge 0,\textrm{wahr},y - 2=x,-x + y - 2
first_file.json,"y = -3\,\sin{\left(4\,x + 1\right)}-2","\sin{\left(4\,x + 1\right)} = y + 3 + 2",\textrm{wahr},y=-3*sin(4*x + 1) - 2,y + 3*sin(4*x + 1) + 2
first_file.json,"(-2\,x + 2)\,y = 3\,x-2","-3-2\,y = -2\,y-2",x\neq \frac{1}{1},y*(2 - 2*x)=3*x - 2,-3*x + 2*y*(1 - x) + 2
first_file.json,"(-3-2\,y)\,x = -2\,y-2",0 = 1,x\neq \frac{1}{1},x*(-2*y - 3)=-2*y - 2,-x*(2*y + 3) + 2*y + 2
first_file.json,"(-3-2\,y)\,x = -2\,y-2",0 = 1,x\neq \frac{1}{1},x*(-2*y - 3)=-2*y - 2,-x*(2*y + 3) + 2*y + 2
first_file.json,"(-1-3\,y)\,x = 2\,y-4","x = \frac{2\,y-4}{-1-3\,y}",\left( x\neq -\frac{2}{3}\right) \wedge \left( y\neq \frac{1}{3}\right),x*(-3*y - 1)=2*y - 4,-x*(3*y + 1) - 2*y + 4
first_file.json,"(1 + 4\,y)\,x = -2\,y-3","0 = -2\,y-3",\left( x\neq -\frac{3}{1}\right) \wedge \left( y = 0.25\right),x*(4*y + 1)=-2*y - 3,x*(4*y + 1) + 2*y + 3
first_file.json,"(1 + 4\,y)\,x = -2\,y-3","x = \frac{-2\,y-3}{1 + 4\,y}",\left( x\neq -\frac{3}{1}\right) \wedge \left( y\neq 0.25\right),x*(4*y + 1)=-2*y - 3,x*(4*y + 1) + 2*y + 3
first_file.json,"(1 + 4\,y)\,x = -2\,y-3","0 = -2\,y-3",\left( x\neq -\frac{3}{1}\right) \wedge \left( y = 0.25\right),x*(4*y + 1)=-2*y - 3,x*(4*y + 1) + 2*y + 3
first_file.json,"(1 + 4\,y)\,x = -2\,y-3","x = \frac{-2\,y-3}{1 + 4\,y}",\left( x\neq -\frac{3}{1}\right) \wedge \left( y\neq 0.25\right),x*(4*y + 1)=-2*y - 3,x*(4*y + 1) + 2*y + 3
first_file.json,"y = -4\,\sin{\left(2\,x-6\right)} + 2","-4\,\sin{\left(2\,x + 6\right)} = y-2",\textrm{wahr},y=2 - 4*sin(2*x - 6),y + 4*sin(2*x - 6) - 2
first_file.json,"-4\,\sin{\left(2\,x + 6\right)} = y-2",\left|y-2\right| \le 1,\textrm{wahr},-4*sin(2*x + 6)=y - 2,-y - 4*sin(2*x + 6) + 2
first_file.json,"(-1 + 4\,a)\,x = 4","x = \frac{4}{-1 + 4\,a}",\textrm{wahr},x*(4*a - 1)=4,x*(4*a - 1) - 4
first_file.json,"(-1 + 4\,a)\,x = 4","x = \frac{4}{-1 + 4\,a}",\textrm{wahr},x*(4*a - 1)=4,x*(4*a - 1) - 4
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,"(-2-y)\,x = -2\,y-2",0 = 2,x\neq \frac{2}{1},x*(-y - 2)=-2*y - 2,-x*(y + 2) + 2*y + 2
first_file.json,x = 1,\textrm{falsch},\left( \left( x\ge -\frac{5}{2}\right) \wedge \left( x < 2\right)\right) \wedge \left( x\ge 2\right),x=1,x - 1
first_file.json,x = 1,\textrm{falsch},\left( \left( x\ge -\frac{5}{2}\right) \wedge \left( x < 2\right)\right) \wedge \left( x\ge 2\right),x=1,x - 1
first_file.json,"(-4 + 4\,y)\,x = -2\,y-2","x = \overline{\overline{(-4 + 4\,y)}}",\left( x\neq -\frac{1}{2}\right) \wedge \left( y\neq 1\right),x*(4*y - 4)=-2*y - 2,4*x*(y - 1) + 2*y + 2
first_file.json,"y = \sin{\left(2\,x\right)}-3","\sin{\left(2\,x\right)} = y",\textrm{wahr},y=sin(2*x) - 3,y - sin(2*x) + 3
first_file.json,"\sin{\left(2\,x\right)} = y",\left|y + 3\right| \le 1,\textrm{wahr},sin(2*x)=y,-y + sin(2*x)
first_file.json,"\frac{1}{3}\,(y-2) = x","\frac{1}{3}\,(y-2)\ge 0",\textrm{wahr},(y - 2)/3=x,-x + y/3 - 2/3
first_file.json,"(-1-2\,y)\,x = -2\,y-1",0 = -\frac{1}{3},\left( x\neq \frac{2}{3}\right) \wedge \left( y = -\frac{1}{3}\right),x*(-2*y - 1)=-2*y - 1,-x*(2*y + 1) + 2*y + 1
